"ContainsNumber","AllNumber","ContainsPunctuation","Length","Gazetteer","FirstLetter","LastLetter","Shape","POS","Word","NER","confidence(O)","confidence(OG)","confidence(DT)","confidence(PS)","confidence(LC)","confidence(TI)","prediction(NER)"
"0","0","0",2,"0","출","시","KK","NNG","출시","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","와","와","K","JKB","와","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","함","께","KK","MAG","함께","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","T","V","EE","SL","TV","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","광","고","KK","NNG","광고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","시","작","KK","NNG","시작","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","으","로","KK","JKB","으로","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","본","격","KK","XR","본격","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","적","적","K","XSN","적","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","이","이","K","VCP","이","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄴ","ㄴ","K","ETM","ㄴ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","마","팅","KKK","NNG","마케팅","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","나","서","KK","VV","나서","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","ㄴ","고","KKK","EC","ㄴ다고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","2","2","dd","SN","22","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","OG",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"0","밝","히","KK","VV","밝히","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","었","었","K","EP","었","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","우","리","KK","NNG","우리","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","투","자","KK","NNG","투자","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","증","권","KK","NNG","증권","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","은","은","K","JX","은","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","최","근","KK","NNG","최근","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","출","시","KK","NNG","출시","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄴ","ㄴ","K","ETM","ㄴ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","종","합","KK","NNG","종합","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","자","산","KK","NNG","자산","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","관","리","KK","NNG","관리","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","상","품","KK","NNG","상품","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"0","'","'","p","SS","'","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","옥","토","KK","NNG","옥토","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","랩","랩","K","NNG","랩","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"0","'","'","p","SS","'","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","의","의","K","JKG","의","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","T","V","EE","SL","TV","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","광","고","KK","NNG","광고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","내","내","KKK","VV","내보내","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","기","기","K","ETN","기","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","시","작","KK","NNG","시작","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","L","G","EE","SL","LG","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","전","자","KK","NNG","전자","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","대","표","KK","NNG","대표","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"0","김","수","KKK","NNP","김쌍수","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",3,"0","w","w","eee","SL","www","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","l","e","eee","SL","lge","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","c","m","eee","SL","com","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",")",")","p","SS",")","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","가","가","K","JKS","가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","휴","폰","KKK","NNG","휴대폰","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"0","'","'","p","SS","'","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","싸","언","KKK","NNP","싸이언","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"0","'","'","p","SS","'","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","의","의","K","JKG","의","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","9","0","dd","SN","90","TI",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","초","초","K","NNB","초","TI",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","T","V","EE","SL","TV","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","광","고","KK","NNG","광고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","시","작","KK","NNG","시작","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","ㄴ","고","KKK","EC","ㄴ다고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","1","8","dd","SN","18","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"0","발","표","KK","NNG","발표","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","1","9","dd","SN","19","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","현","대","KK","NNP","현대","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"1","기","차","KKK","NNG","기아차","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","따","르","KK","VV","따르","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","면","면","K","EC","면","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","기","차","KKK","NNG","기아차","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","는","는","K","JX","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","지","나","KK","VV","지나","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄴ","ㄴ","K","ETM","ㄴ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",2,"1","1","0","dd","SN","10","DT",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","일","일","K","NNB","일","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",1,"1","K","K","E","SL","K","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"1","1","0",1,"1","5","5","d","SN","5","O",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",1,"1","의","의","K","JKG","의","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","극","장","KK","NNG","극장","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","광","고","KK","NNG","광고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","시","작","KK","NNG","시작","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","국","토","KK","NNG","국토","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","부","부","K","NNG","부","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","관","자","KKK","NNG","관계자","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","는","는","K","JX","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"1","1","0",1,"1","5","5","d","SN","5","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",1,"1","월","월","K","NNB","월","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","연","휴","KK","NNG","연휴","O",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",2,"1","기","간","KK","NNG","기간","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","동","안","KK","NNG","동안","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","해","외","KK","NNG","해외","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","여","객","KKK","NNG","여행객","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","수","수","K","NNB","수","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","증","가","KK","NNG","증가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","는","는","K","JX","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","최","근","KK","NNG","최근","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","일","본","KK","NNP","일본","LC",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",3,"0","대","진","KKK","NNG","대지진","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","사","태","KK","NNG","사태","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","및","및","K","MAJ","및","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","고","유","KK","NNG","고유","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","가","가","K","JKS","가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","등","등","K","NNB","등","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","으","로","KK","JKB","으로","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","다","소","KK","MAG","다소","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","침","체","KK","NNG","침체","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","양","상","KK","NNG","양상","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","보","이","KK","VV","보이","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","던","던","K","ETM","던","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","국","제","KK","NNG","국제","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","항","공","KK","NNG","항공","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"1","항","공","KK","NNG","항공","O",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","수","요","KK","NNG","수요","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","회","복","KK","NNG","회복","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","시","키","KK","XSV","시키","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","는","는","K","ETM","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","계","기","KK","NNG","계기","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","가","가","K","JKS","가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","되","되","K","VV","되","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄹ","ㄹ","K","ETM","ㄹ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","것","것","K","NNB","것","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","으","로","KK","JKB","으로","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","기","대","KK","NNG","기대","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","되","되","K","XSV","되","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","ㄴ","다","KK","EC","ㄴ다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","고","고","K","JKQ","고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","말","말","K","NNG","말","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","장","장","K","NNP","장","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",3,"0","클","드","KKK","NNP","클로드","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","트","셰","KKK","NNP","트리셰","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","E","B","EEE","SL","ECB","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","총","재","KK","NNG","총재","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","는","는","K","JX","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","지","나","KK","VV","지나","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄴ","ㄴ","K","ETM","ㄴ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","주","말","KK","NNG","주말","DT",0.0,0.0,1.0,0.0,0.0,0.0,"DT"
"0","0","0",4,"1","이","아","KKKK","NNP","이탈리아","LC",0.0,0.0,0.0,0.0,1.0,0.0,"LC"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","재","정","KK","NNG","재정","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","적","자","KK","NNG","적자","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","감","축","KK","NNG","감축","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","목","표","KK","NNG","목표","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","를","를","K","JKO","를","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","반","시","KKK","MAG","반드시","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","달","성","KK","NNG","달성","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","아","야","KK","EC","아야","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","VX","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","ㄴ","고","KKK","EC","ㄴ다고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","거","듭","KK","MAG","거듭","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","촉","구","KK","NNG","촉구","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","제","이","KK","NNP","제이","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","카","니","KK","NNP","카니","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","백","관","KKK","NNP","백악관","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",3,"0","대","인","KKK","NNG","대변인","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","은","은","K","JX","은","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"1","오","마","KKK","NNP","오바마","PS",0.0,0.0,0.0,1.0,0.0,0.0,"PS"
"0","0","0",3,"0","대","령","KKK","NNG","대통령","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","이","이","K","JKS","이","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","자","신","KK","NNG","자신","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","의","의","K","JKG","의","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","계","획","KK","NNG","계획","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","관","철","KK","NNG","관철","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","위","하","KK","VV","위하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","아","서","KK","EC","아서","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","는","는","K","JX","는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","의","회","KK","NNG","의회","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","의","의","K","JKG","의","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","지","지","KK","NNG","지지","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","가","가","K","JKS","가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","필","요","KK","NNG","필요","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSA","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","다","는","KK","ETM","다는","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","판","단","KK","NNG","판단","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","따","르","KK","VV","따르","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","아","아","K","EC","아","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","의","회","KK","NNG","의회","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",2,"0","합","동","KK","NNG","합동","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","연","설","KK","NNG","연설","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","을","을","K","JKO","을","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","추","진","KK","NNG","추진","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","게","게","K","EC","게","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","되","되","K","VV","되","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","었","었","K","EP","었","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","다","서","KKK","EC","다면서","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","휴","가","KK","NNG","휴가","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","중","인","KK","NNG","중인","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","의","원","KK","NNG","의원","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","들","들","K","XSN","들","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","은","은","K","JX","은","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"1","의","회","KK","NNG","의회","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",1,"1","에","에","K","JKB","에","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","복","귀","KK","NNG","복귀","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","아","야","KK","EC","아야","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","VX","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","ㄹ","ㄹ","K","ETM","ㄹ","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","것","것","K","NNB","것","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","이","이","K","VCP","이","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","라","고","KK","EC","라고","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","말","말","K","NNG","말","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","하","하","K","XSV","하","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"0","았","았","K","EP","았","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",1,"1","다","다","K","EF","다","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1",".",".","p","SF",".","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","권","현","KKK","NNP","권오현","PS",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",4,"1","삼","자","KKKK","NNP","삼성전자","OG",0.0,1.0,0.0,0.0,0.0,0.0,"OG"
"0","0","0",4,"0","디","스","KKKK","NNG","디바이스","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",3,"0","솔","션","KKK","NNG","솔루션","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","1",1,"1","(","(","p","SS","(","O",1.0,0.0,0.0,0.0,0.0,0.0,"O"
"0","0","0",2,"0","D","S","EE","SL","DS","OG",1.0,0.0,0.0,0.0,0.0,0.0,"O"
